lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl,inf,prs.ptcp,pst.ptcp.m.sg,pst.ptcp.m.pl,pst.ptcp.f.sg,pst.ptcp.f.pl
abréger,abréger,abʁɛʒ,abʁɛʒ,abʁɛʒ,abʁEʒɔ̃,abʁEʒe,abʁɛʒ,abʁEʒE,abʁEʒE,abʁEʒE,abʁEʒjɔ̃,abʁEʒje,abʁEʒE,abʁɛʒəʁE,abʁɛʒəʁa,abʁɛʒəʁa,abʁɛʒəʁɔ̃,abʁɛʒəʁe,abʁɛʒəʁɔ̃,abʁɛʒəʁE,abʁɛʒəʁE,abʁɛʒəʁE,abʁɛʒəʁjɔ̃,abʁɛʒəʁje,abʁɛʒəʁE,abʁɛʒ,abʁɛʒ,abʁɛʒ,abʁEʒjɔ̃,abʁEʒje,abʁɛʒ,abʁEʒE,abʁEʒa,abʁEʒa,abʁEʒam,abʁEʒat,abʁEʒEʁ,abʁEʒas,abʁEʒas,abʁEʒa,abʁEʒasjɔ̃,abʁEʒasje,abʁEʒas,abʁɛʒ,abʁEʒɔ̃,abʁEʒe,abʁEʒe,abʁEʒɑ̃,abʁEʒe,abʁEʒe,abʁEʒe,abʁEʒe
abriter,abriter,abʁit,abʁit,abʁit,abʁitɔ̃,abʁite,abʁit,abʁitE,abʁitE,abʁitE,abʁitjɔ̃,abʁitje,abʁitE,abʁitəʁE,abʁitəʁa,abʁitəʁa,abʁitəʁɔ̃,abʁitəʁe,abʁitəʁɔ̃,abʁitəʁE,abʁitəʁE,abʁitəʁE,abʁitəʁjɔ̃,abʁitəʁje,abʁitəʁE,abʁit,abʁit,abʁit,abʁitjɔ̃,abʁitje,abʁit,abʁitE,abʁita,abʁita,abʁitam,abʁitat,abʁitEʁ,abʁitas,abʁitas,abʁita,abʁitasjɔ̃,abʁitasje,abʁitas,abʁit,abʁitɔ̃,abʁite,abʁite,abʁitɑ̃,abʁite,abʁite,abʁite,abʁite
abreuver,abreuver,abʁœv,abʁœv,abʁœv,abʁØvɔ̃,abʁØve,abʁœv,abʁØvE,abʁØvE,abʁØvE,abʁØvjɔ̃,abʁØvje,abʁØvE,abʁœvəʁE,abʁœvəʁa,abʁœvəʁa,abʁœvəʁɔ̃,abʁœvəʁe,abʁœvəʁɔ̃,abʁœvəʁE,abʁœvəʁE,abʁœvəʁE,abʁœvəʁjɔ̃,abʁœvəʁje,abʁœvəʁE,abʁœv,abʁœv,abʁœv,abʁØvjɔ̃,abʁØvje,abʁœv,abʁØvE,abʁØva,abʁØva,abʁØvam,abʁØvat,abʁØvEʁ,abʁØvas,abʁØvas,abʁØva,abʁØvasjɔ̃,abʁØvasje,abʁØvas,abʁœv,abʁØvɔ̃,abʁØve,abʁØve,abʁØvɑ̃,abʁØve,abʁØve,abʁØve,abʁØve
abroger,abroger,abʁɔʒ,abʁɔʒ,abʁɔʒ,abʁOʒɔ̃,abʁOʒe,abʁɔʒ,abʁOʒE,abʁOʒE,abʁOʒE,abʁOʒjɔ̃,abʁOʒje,abʁOʒE,abʁɔʒəʁE,abʁɔʒəʁa,abʁɔʒəʁa,abʁɔʒəʁɔ̃,abʁɔʒəʁe,abʁɔʒəʁɔ̃,abʁɔʒəʁE,abʁɔʒəʁE,abʁɔʒəʁE,abʁɔʒəʁjɔ̃,abʁɔʒəʁje,abʁɔʒəʁE,abʁɔʒ,abʁɔʒ,abʁɔʒ,abʁOʒjɔ̃,abʁOʒje,abʁɔʒ,abʁOʒE,abʁOʒa,abʁOʒa,abʁOʒam,abʁOʒat,abʁOʒEʁ,abʁOʒas,abʁOʒas,abʁOʒa,abʁOʒasjɔ̃,abʁOʒasje,abʁOʒas,abʁɔʒ,abʁOʒɔ̃,abʁOʒe,abʁOʒe,abʁOʒɑ̃,abʁOʒe,abʁOʒe,abʁOʒe,abʁOʒe
abrutir,abrutir,abʁyti,abʁyti,abʁyti,abʁytisɔ̃,abʁytise,abʁytis,abʁytisE,abʁytisE,abʁytisE,abʁytisjɔ̃,abʁytisje,abʁytisE,abʁytiʁE,abʁytiʁa,abʁytiʁa,abʁytiʁɔ̃,abʁytiʁe,abʁytiʁɔ̃,abʁytiʁE,abʁytiʁE,abʁytiʁE,abʁytiʁjɔ̃,abʁytiʁje,abʁytiʁE,abʁytis,abʁytis,abʁytis,abʁytisjɔ̃,abʁytisje,abʁytis,abʁyti,abʁyti,abʁyti,abʁytim,abʁytit,abʁytiʁ,abʁytis,abʁytis,abʁyti,abʁytisjɔ̃,abʁytisje,abʁytis,abʁyti,abʁytisɔ̃,abʁytise,abʁytiʁ,abʁytisɑ̃,abʁyti,abʁyti,abʁyti,abʁyti
abouler,abouler,abul,abul,abul,abulɔ̃,abule,abul,abulE,abulE,abulE,abuljɔ̃,abulje,abulE,abuləʁE,abuləʁa,abuləʁa,abuləʁɔ̃,abuləʁe,abuləʁɔ̃,abuləʁE,abuləʁE,abuləʁE,abuləʁjɔ̃,abuləʁje,abuləʁE,abul,abul,abul,abuljɔ̃,abulje,abul,abulE,abula,abula,abulam,abulat,abulEʁ,abulas,abulas,abula,abulasjɔ̃,abulasje,abulas,abul,abulɔ̃,abule,abule,abulɑ̃,abule,abule,abule,abule
aboucher,aboucher,abuʃ,abuʃ,abuʃ,abuʃɔ̃,abuʃe,abuʃ,abuʃE,abuʃE,abuʃE,abuʃjɔ̃,abuʃje,abuʃE,abuʃəʁE,abuʃəʁa,abuʃəʁa,abuʃəʁɔ̃,abuʃəʁe,abuʃəʁɔ̃,abuʃəʁE,abuʃəʁE,abuʃəʁE,abuʃəʁjɔ̃,abuʃəʁje,abuʃəʁE,abuʃ,abuʃ,abuʃ,abuʃjɔ̃,abuʃje,abuʃ,abuʃE,abuʃa,abuʃa,abuʃam,abuʃat,abuʃEʁ,abuʃas,abuʃas,abuʃa,abuʃasjɔ̃,abuʃasje,abuʃas,abuʃ,abuʃɔ̃,abuʃe,abuʃe,abuʃɑ̃,abuʃe,abuʃe,abuʃe,abuʃe
aboutir,aboutir,abuti,abuti,abuti,abutisɔ̃,abutise,abutis,abutisE,abutisE,abutisE,abutisjɔ̃,abutisje,abutisE,abutiʁE,abutiʁa,abutiʁa,abutiʁɔ̃,abutiʁe,abutiʁɔ̃,abutiʁE,abutiʁE,abutiʁE,abutiʁjɔ̃,abutiʁje,abutiʁE,abutis,abutis,abutis,abutisjɔ̃,abutisje,abutis,abuti,abuti,abuti,abutim,abutit,abutiʁ,abutis,abutis,abuti,abutisjɔ̃,abutisje,abutis,abuti,abutisɔ̃,abutise,abutiʁ,abutisɑ̃,abuti,abuti,abuti,abuti
aboyer,aboyer,abwa,abwa,abwa,abwajɔ̃,abwaje,abwa,abwajE,abwajE,abwajE,abwajɔ̃,abwaje,abwajE,abwaʁE,abwaʁa,abwaʁa,abwaʁɔ̃,abwaʁe,abwaʁɔ̃,abwaʁE,abwaʁE,abwaʁE,abwaʁjɔ̃,abwaʁje,abwaʁE,abwa,abwa,abwa,abwajɔ̃,abwaje,abwa,abwajE,abwaja,abwaja,abwajam,abwajat,abwajEʁ,abwajas,abwajas,abwaja,abwajasjɔ̃,abwajasje,abwajas,abwa,abwajɔ̃,abwaje,abwaje,abwajɑ̃,abwaje,abwaje,abwaje,abwaje
abuser,abuser,abyz,abyz,abyz,abyzɔ̃,abyze,abyz,abyzE,abyzE,abyzE,abyzjɔ̃,abyzje,abyzE,abyzəʁE,abyzəʁa,abyzəʁa,abyzəʁɔ̃,abyzəʁe,abyzəʁɔ̃,abyzəʁE,abyzəʁE,abyzəʁE,abyzəʁjɔ̃,abyzəʁje,abyzəʁE,abyz,abyz,abyz,abyzjɔ̃,abyzje,abyz,abyzE,abyza,abyza,abyzam,abyzat,abyzEʁ,abyzas,abyzas,abyza,abyzasjɔ̃,abyzasje,abyzas,abyz,abyzɔ̃,abyze,abyze,abyzɑ̃,abyze,abyze,abyze,abyze
abjurer,abjurer,abʒyʁ,abʒyʁ,abʒyʁ,abʒyʁɔ̃,abʒyʁe,abʒyʁ,abʒyʁE,abʒyʁE,abʒyʁE,abʒyʁjɔ̃,abʒyʁje,abʒyʁE,abʒyʁəʁE,abʒyʁəʁa,abʒyʁəʁa,abʒyʁəʁɔ̃,abʒyʁəʁe,abʒyʁəʁɔ̃,abʒyʁəʁE,abʒyʁəʁE,abʒyʁəʁE,abʒyʁəʁjɔ̃,abʒyʁəʁje,abʒyʁəʁE,abʒyʁ,abʒyʁ,abʒyʁ,abʒyʁjɔ̃,abʒyʁje,abʒyʁ,abʒyʁE,abʒyʁa,abʒyʁa,abʒyʁam,abʒyʁat,abʒyʁEʁ,abʒyʁas,abʒyʁas,abʒyʁa,abʒyʁasjɔ̃,abʒyʁasje,abʒyʁas,abʒyʁ,abʒyʁɔ̃,abʒyʁe,abʒyʁe,abʒyʁɑ̃,abʒyʁe,abʒyʁe,abʒyʁe,abʒyʁe
adapter,adapter,adapt,adapt,adapt,adaptɔ̃,adapte,adapt,adaptE,adaptE,adaptE,adaptjɔ̃,adaptje,adaptE,adaptəʁE,adaptəʁa,adaptəʁa,adaptəʁɔ̃,adaptəʁe,adaptəʁɔ̃,adaptəʁE,adaptəʁE,adaptəʁE,adaptəʁjɔ̃,adaptəʁje,adaptəʁE,adapt,adapt,adapt,adaptjɔ̃,adaptje,adapt,adaptE,adapta,adapta,adaptam,adaptat,adaptEʁ,adaptas,adaptas,adapta,adaptasjɔ̃,adaptasje,adaptas,adapt,adaptɔ̃,adapte,adapte,adaptɑ̃,adapte,adapte,adapte,adapte
adhérer,adhérer,adɛʁ,adɛʁ,adɛʁ,adEʁɔ̃,adEʁe,adɛʁ,adEʁE,adEʁE,adEʁE,adEʁjɔ̃,adEʁje,adEʁE,adɛʁəʁE,adɛʁəʁa,adɛʁəʁa,adɛʁəʁɔ̃,adɛʁəʁe,adɛʁəʁɔ̃,adɛʁəʁE,adɛʁəʁE,adɛʁəʁE,adɛʁəʁjɔ̃,adɛʁəʁje,adɛʁəʁE,adɛʁ,adɛʁ,adɛʁ,adEʁjɔ̃,adEʁje,adɛʁ,adEʁE,adEʁa,adEʁa,adEʁam,adEʁat,adEʁEʁ,adEʁas,adEʁas,adEʁa,adEʁasjɔ̃,adEʁasje,adEʁas,adɛʁ,adEʁɔ̃,adEʁe,adEʁe,adEʁɑ̃,adEʁe,adEʁe,adEʁe,adEʁe
additionner,additionner,adisjɔn,adisjɔn,adisjɔn,adisjOnɔ̃,adisjOne,adisjɔn,adisjOnE,adisjOnE,adisjOnE,adisjOnjɔ̃,adisjOnje,adisjOnE,adisjɔnəʁE,adisjɔnəʁa,adisjɔnəʁa,adisjɔnəʁɔ̃,adisjɔnəʁe,adisjɔnəʁɔ̃,adisjɔnəʁE,adisjɔnəʁE,adisjɔnəʁE,adisjɔnəʁjɔ̃,adisjɔnəʁje,adisjɔnəʁE,adisjɔn,adisjɔn,adisjɔn,adisjOnjɔ̃,adisjOnje,adisjɔn,adisjOnE,adisjOna,adisjOna,adisjOnam,adisjOnat,adisjOnEʁ,adisjOnas,adisjOnas,adisjOna,adisjOnasjɔ̃,adisjOnasje,adisjOnas,adisjɔn,adisjOnɔ̃,adisjOne,adisjOne,adisjOnɑ̃,adisjOne,adisjOne,adisjOne,adisjOne
admettre,admettre,admE,admE,admE,admEtɔ̃,admEte,admɛt,admEtE,admEtE,admEtE,admEtjɔ̃,admEtje,admEtE,admEtʁE,admEtʁa,admEtʁa,admEtʁɔ̃,admEtʁe,admEtʁɔ̃,admEtʁE,admEtʁE,admEtʁE,admEtʁijɔ̃,admEtʁije,admEtʁE,admɛt,admɛt,admɛt,admEtjɔ̃,admEtje,admɛt,admi,admi,admi,admim,admit,admiʁ,admis,admis,admi,admisjɔ̃,admisje,admis,admE,admEtɔ̃,admEte,admɛtʁ,admEtɑ̃,admi,admi,admiz,admiz
administrer,administrer,administʁ,administʁ,administʁ,administʁɔ̃,administʁe,administʁ,administʁE,administʁE,administʁE,administʁijɔ̃,administʁije,administʁE,administʁəʁE,administʁəʁa,administʁəʁa,administʁəʁɔ̃,administʁəʁe,administʁəʁɔ̃,administʁəʁE,administʁəʁE,administʁəʁE,administʁəʁjɔ̃,administʁəʁje,administʁəʁE,administʁ,administʁ,administʁ,administʁijɔ̃,administʁije,administʁ,administʁE,administʁa,administʁa,administʁam,administʁat,administʁEʁ,administʁas,administʁas,administʁa,administʁasjɔ̃,administʁasje,administʁas,administʁ,administʁɔ̃,administʁe,administʁe,administʁɑ̃,administʁe,administʁe,administʁe,administʁe
admirer,admirer,admiʁ,admiʁ,admiʁ,admiʁɔ̃,admiʁe,admiʁ,admiʁE,admiʁE,admiʁE,admiʁjɔ̃,admiʁje,admiʁE,admiʁəʁE,admiʁəʁa,admiʁəʁa,admiʁəʁɔ̃,admiʁəʁe,admiʁəʁɔ̃,admiʁəʁE,admiʁəʁE,admiʁəʁE,admiʁəʁjɔ̃,admiʁəʁje,admiʁəʁE,admiʁ,admiʁ,admiʁ,admiʁjɔ̃,admiʁje,admiʁ,admiʁE,admiʁa,admiʁa,admiʁam,admiʁat,admiʁEʁ,admiʁas,admiʁas,admiʁa,admiʁasjɔ̃,admiʁasje,admiʁas,admiʁ,admiʁɔ̃,admiʁe,admiʁe,admiʁɑ̃,admiʁe,admiʁe,admiʁe,admiʁe
admonester,admonester,admOnɛst,admOnɛst,admOnɛst,admOnɛstɔ̃,admOnɛste,admOnɛst,admOnɛstE,admOnɛstE,admOnɛstE,admOnɛstjɔ̃,admOnɛstje,admOnɛstE,admOnɛstəʁE,admOnɛstəʁa,admOnɛstəʁa,admOnɛstəʁɔ̃,admOnɛstəʁe,admOnɛstəʁɔ̃,admOnɛstəʁE,admOnɛstəʁE,admOnɛstəʁE,admOnɛstəʁjɔ̃,admOnɛstəʁje,admOnɛstəʁE,admOnɛst,admOnɛst,admOnɛst,admOnɛstjɔ̃,admOnɛstje,admOnɛst,admOnɛstE,admOnɛsta,admOnɛsta,admOnɛstam,admOnɛstat,admOnɛstEʁ,admOnɛstas,admOnɛstas,admOnɛsta,admOnɛstasjɔ̃,admOnɛstasje,admOnɛstas,admOnɛst,admOnɛstɔ̃,admOnɛste,admOnɛste,admOnɛstɑ̃,admOnɛste,admOnɛste,admOnɛste,admOnɛste
adopter,adopter,adOpt,adOpt,adOpt,adOptɔ̃,adOpte,adOpt,adOptE,adOptE,adOptE,adOptjɔ̃,adOptje,adOptE,adOptəʁE,adOptəʁa,adOptəʁa,adOptəʁɔ̃,adOptəʁe,adOptəʁɔ̃,adOptəʁE,adOptəʁE,adOptəʁE,adOptəʁjɔ̃,adOptəʁje,adOptəʁE,adOpt,adOpt,adOpt,adOptjɔ̃,adOptje,adOpt,adOptE,adOpta,adOpta,adOptam,adOptat,adOptEʁ,adOptas,adOptas,adOpta,adOptasjɔ̃,adOptasje,adOptas,adOpt,adOptɔ̃,adOpte,adOpte,adOptɑ̃,adOpte,adOpte,adOpte,adOpte
adonner,adonner,adɔn,adɔn,adɔn,adOnɔ̃,adOne,adɔn,adOnE,adOnE,adOnE,adOnjɔ̃,adOnje,adOnE,adɔnəʁE,adɔnəʁa,adɔnəʁa,adɔnəʁɔ̃,adɔnəʁe,adɔnəʁɔ̃,adɔnəʁE,adɔnəʁE,adɔnəʁE,adɔnəʁjɔ̃,adɔnəʁje,adɔnəʁE,adɔn,adɔn,adɔn,adOnjɔ̃,adOnje,adɔn,adOnE,adOna,adOna,adOnam,adOnat,adOnEʁ,adOnas,adOnas,adOna,adOnasjɔ̃,adOnasje,adOnas,adɔn,adOnɔ̃,adOne,adOne,adOnɑ̃,adOne,adOne,adOne,adOne
adorer,adorer,adɔʁ,adɔʁ,adɔʁ,adOʁɔ̃,adOʁe,adɔʁ,adOʁE,adOʁE,adOʁE,adOʁjɔ̃,adOʁje,adOʁE,adɔʁəʁE,adɔʁəʁa,adɔʁəʁa,adɔʁəʁɔ̃,adɔʁəʁe,adɔʁəʁɔ̃,adɔʁəʁE,adɔʁəʁE,adɔʁəʁE,adɔʁəʁjɔ̃,adɔʁəʁje,adɔʁəʁE,adɔʁ,adɔʁ,adɔʁ,adOʁjɔ̃,adOʁje,adɔʁ,adOʁE,adOʁa,adOʁa,adOʁam,adOʁat,adOʁEʁ,adOʁas,adOʁas,adOʁa,adOʁasjɔ̃,adOʁasje,adOʁas,adɔʁ,adOʁɔ̃,adOʁe,adOʁe,adOʁɑ̃,adOʁe,adOʁe,adOʁe,adOʁe
adosser,adosser,adɔs,adɔs,adɔs,adosɔ̃,adose,adɔs,adosE,adosE,adosE,adosjɔ̃,adosje,adosE,adɔsəʁE,adɔsəʁa,adɔsəʁa,adɔsəʁɔ̃,adɔsəʁe,adɔsəʁɔ̃,adɔsəʁE,adɔsəʁE,adɔsəʁE,adɔsəʁjɔ̃,adɔsəʁje,adɔsəʁE,adɔs,adɔs,adɔs,adosjɔ̃,adosje,adɔs,adosE,adosa,adosa,adosam,adosat,adosEʁ,adosas,adosas,adosa,adosasjɔ̃,adosasje,adosas,adɔs,adosɔ̃,adose,adose,adosɑ̃,adose,adose,adose,adose
adresser,adresser,adʁɛs,adʁɛs,adʁɛs,adʁEsɔ̃,adʁEse,adʁɛs,adʁEsE,adʁEsE,adʁEsE,adʁEsjɔ̃,adʁEsje,adʁEsE,adʁɛsəʁE,adʁɛsəʁa,adʁɛsəʁa,adʁɛsəʁɔ̃,adʁɛsəʁe,adʁɛsəʁɔ̃,adʁɛsəʁE,adʁɛsəʁE,adʁɛsəʁE,adʁɛsəʁjɔ̃,adʁɛsəʁje,adʁɛsəʁE,adʁɛs,adʁɛs,adʁɛs,adʁEsjɔ̃,adʁEsje,adʁɛs,adʁEsE,adʁEsa,adʁEsa,adʁEsam,adʁEsat,adʁEsEʁ,adʁEsas,adʁEsas,adʁEsa,adʁEsasjɔ̃,adʁEsasje,adʁEsas,adʁɛs,adʁEsɔ̃,adʁEse,adʁEse,adʁEsɑ̃,adʁEse,adʁEse,adʁEse,adʁEse
adouber,adouber,adub,adub,adub,adubɔ̃,adube,adub,adubE,adubE,adubE,adubjɔ̃,adubje,adubE,adubəʁE,adubəʁa,adubəʁa,adubəʁɔ̃,adubəʁe,adubəʁɔ̃,adubəʁE,adubəʁE,adubəʁE,adubəʁjɔ̃,adubəʁje,adubəʁE,adub,adub,adub,adubjɔ̃,adubje,adub,adubE,aduba,aduba,adubam,adubat,adubEʁ,adubas,adubas,aduba,adubasjɔ̃,adubasje,adubas,adub,adubɔ̃,adube,adube,adubɑ̃,adube,adube,adube,adube
adoucir,adoucir,adusi,adusi,adusi,adusisɔ̃,adusise,adusis,adusisE,adusisE,adusisE,adusisjɔ̃,adusisje,adusisE,adusiʁE,adusiʁa,adusiʁa,adusiʁɔ̃,adusiʁe,adusiʁɔ̃,adusiʁE,adusiʁE,adusiʁE,adusiʁjɔ̃,adusiʁje,adusiʁE,adusis,adusis,adusis,adusisjɔ̃,adusisje,adusis,adusi,adusi,adusi,adusim,adusit,adusiʁ,adusis,adusis,adusi,adusisjɔ̃,adusisje,adusis,adusi,adusisɔ̃,adusise,adusiʁ,adusisɑ̃,adusi,adusi,adusi,adusi
aduler,aduler,adyl,adyl,adyl,adylɔ̃,adyle,adyl,adylE,adylE,adylE,adyljɔ̃,adylje,adylE,adyləʁE,adyləʁa,adyləʁa,adyləʁɔ̃,adyləʁe,adyləʁɔ̃,adyləʁE,adyləʁE,adyləʁE,adyləʁjɔ̃,adyləʁje,adyləʁE,adyl,adyl,adyl,adyljɔ̃,adylje,adyl,adylE,adyla,adyla,adylam,adylat,adylEʁ,adylas,adylas,adyla,adylasjɔ̃,adylasje,adylas,adyl,adylɔ̃,adyle,adyle,adylɑ̃,adyle,adyle,adyle,adyle
adjoindre,adjoindre,adʒwɛ̃,adʒwɛ̃,adʒwɛ̃,adʒwaɲɔ̃,adʒwaɲe,adʒwaɲ,adʒwaɲE,adʒwaɲE,adʒwaɲE,adʒwaɲɔ̃,adʒwaɲe,adʒwaɲE,adʒwɛ̃dʁE,adʒwɛ̃dʁa,adʒwɛ̃dʁa,adʒwɛ̃dʁɔ̃,adʒwɛ̃dʁe,adʒwɛ̃dʁɔ̃,adʒwɛ̃dʁE,adʒwɛ̃dʁE,adʒwɛ̃dʁE,adʒwɛ̃dʁijɔ̃,adʒwɛ̃dʁije,adʒwɛ̃dʁE,adʒwaɲ,adʒwaɲ,adʒwaɲ,adʒwaɲɔ̃,adʒwaɲe,adʒwaɲ,adʒwaɲi,adʒwaɲi,adʒwaɲi,adʒwaɲim,adʒwaɲit,adʒwaɲiʁ,adʒwaɲis,adʒwaɲis,adʒwaɲi,adʒwaɲisjɔ̃,adʒwaɲisje,adʒwaɲis,adʒwɛ̃,adʒwaɲɔ̃,adʒwaɲe,adʒwɛ̃dʁ,adʒwaɲɑ̃,adʒwɛ̃,adʒwɛ̃,adʒwɛ̃t,adʒwɛ̃t
adjurer,adjurer,adʒyʁ,adʒyʁ,adʒyʁ,adʒyʁɔ̃,adʒyʁe,adʒyʁ,adʒyʁE,adʒyʁE,adʒyʁE,adʒyʁjɔ̃,adʒyʁje,adʒyʁE,adʒyʁəʁE,adʒyʁəʁa,adʒyʁəʁa,adʒyʁəʁɔ̃,adʒyʁəʁe,adʒyʁəʁɔ̃,adʒyʁəʁE,adʒyʁəʁE,adʒyʁəʁE,adʒyʁəʁjɔ̃,adʒyʁəʁje,adʒyʁəʁE,adʒyʁ,adʒyʁ,adʒyʁ,adʒyʁjɔ̃,adʒyʁje,adʒyʁ,adʒyʁE,adʒyʁa,adʒyʁa,adʒyʁam,adʒyʁat,adʒyʁEʁ,adʒyʁas,adʒyʁas,adʒyʁa,adʒyʁasjɔ̃,adʒyʁasje,adʒyʁas,adʒyʁ,adʒyʁɔ̃,adʒyʁe,adʒyʁe,adʒyʁɑ̃,adʒyʁe,adʒyʁe,adʒyʁe,adʒyʁe
adjuger,adjuger,adʒyʒ,adʒyʒ,adʒyʒ,adʒyʒɔ̃,adʒyʒe,adʒyʒ,adʒyʒE,adʒyʒE,adʒyʒE,adʒyʒjɔ̃,adʒyʒje,adʒyʒE,adʒyʒəʁE,adʒyʒəʁa,adʒyʒəʁa,adʒyʒəʁɔ̃,adʒyʒəʁe,adʒyʒəʁɔ̃,adʒyʒəʁE,adʒyʒəʁE,adʒyʒəʁE,adʒyʒəʁjɔ̃,adʒyʒəʁje,adʒyʒəʁE,adʒyʒ,adʒyʒ,adʒyʒ,adʒyʒjɔ̃,adʒyʒje,adʒyʒ,adʒyʒE,adʒyʒa,adʒyʒa,adʒyʒam,adʒyʒat,adʒyʒEʁ,adʒyʒas,adʒyʒas,adʒyʒa,adʒyʒasjɔ̃,adʒyʒasje,adʒyʒas,adʒyʒ,adʒyʒɔ̃,adʒyʒe,adʒyʒe,adʒyʒɑ̃,adʒyʒe,adʒyʒe,adʒyʒe,adʒyʒe
aérer,aérer,aɛʁ,aɛʁ,aɛʁ,aEʁɔ̃,aEʁe,aɛʁ,aEʁE,aEʁE,aEʁE,aEʁjɔ̃,aEʁje,aEʁE,aɛʁəʁE,aɛʁəʁa,aɛʁəʁa,aɛʁəʁɔ̃,aɛʁəʁe,aɛʁəʁɔ̃,aɛʁəʁE,aɛʁəʁE,aɛʁəʁE,aɛʁəʁjɔ̃,aɛʁəʁje,aɛʁəʁE,aɛʁ,aɛʁ,aɛʁ,aEʁjɔ̃,aEʁje,aɛʁ,aEʁE,aEʁa,aEʁa,aEʁam,aEʁat,aEʁEʁ,aEʁas,aEʁas,aEʁa,aEʁasjɔ̃,aEʁasje,aEʁas,aɛʁ,aEʁɔ̃,aEʁe,aEʁe,aEʁɑ̃,aEʁe,aEʁe,aEʁe,aEʁe
affabuler,affabuler,afabyl,afabyl,afabyl,afabylɔ̃,afabyle,afabyl,afabylE,afabylE,afabylE,afabyljɔ̃,afabylje,afabylE,afabyləʁE,afabyləʁa,afabyləʁa,afabyləʁɔ̃,afabyləʁe,afabyləʁɔ̃,afabyləʁE,afabyləʁE,afabyləʁE,afabyləʁjɔ̃,afabyləʁje,afabyləʁE,afabyl,afabyl,afabyl,afabyljɔ̃,afabylje,afabyl,afabylE,afabyla,afabyla,afabylam,afabylat,afabylEʁ,afabylas,afabylas,afabyla,afabylasjɔ̃,afabylasje,afabylas,afabyl,afabylɔ̃,afabyle,afabyle,afabylɑ̃,afabyle,afabyle,afabyle,afabyle
affadir,affadir,afadi,afadi,afadi,afadisɔ̃,afadise,afadis,afadisE,afadisE,afadisE,afadisjɔ̃,afadisje,afadisE,afadiʁE,afadiʁa,afadiʁa,afadiʁɔ̃,afadiʁe,afadiʁɔ̃,afadiʁE,afadiʁE,afadiʁE,afadiʁjɔ̃,afadiʁje,afadiʁE,afadis,afadis,afadis,afadisjɔ̃,afadisje,afadis,afadi,afadi,afadi,afadim,afadit,afadiʁ,afadis,afadis,afadi,afadisjɔ̃,afadisje,afadis,afadi,afadisɔ̃,afadise,afadiʁ,afadisɑ̃,afadi,afadi,afadi,afadi
affaler,affaler,afal,afal,afal,afalɔ̃,afale,afal,afalE,afalE,afalE,afaljɔ̃,afalje,afalE,afaləʁE,afaləʁa,afaləʁa,afaləʁɔ̃,afaləʁe,afaləʁɔ̃,afaləʁE,afaləʁE,afaləʁE,afaləʁjɔ̃,afaləʁje,afaləʁE,afal,afal,afal,afaljɔ̃,afalje,afal,afalE,afala,afala,afalam,afalat,afalEʁ,afalas,afalas,afala,afalasjɔ̃,afalasje,afalas,afal,afalɔ̃,afale,afale,afalɑ̃,afale,afale,afale,afale
affamer,affamer,afam,afam,afam,afamɔ̃,afame,afam,afamE,afamE,afamE,afamjɔ̃,afamje,afamE,afaməʁE,afaməʁa,afaməʁa,afaməʁɔ̃,afaməʁe,afaməʁɔ̃,afaməʁE,afaməʁE,afaməʁE,afaməʁjɔ̃,afaməʁje,afaməʁE,afam,afam,afam,afamjɔ̃,afamje,afam,afamE,afama,afama,afamam,afamat,afamEʁ,afamas,afamas,afama,afamasjɔ̃,afamasje,afamas,afam,afamɔ̃,afame,afame,afamɑ̃,afame,afame,afame,afame
affaiblir,affaiblir,afEbli,afEbli,afEbli,afEblisɔ̃,afEblise,afEblis,afEblisE,afEblisE,afEblisE,afEblisjɔ̃,afEblisje,afEblisE,afEbliʁE,afEbliʁa,afEbliʁa,afEbliʁɔ̃,afEbliʁe,afEbliʁɔ̃,afEbliʁE,afEbliʁE,afEbliʁE,afEbliʁjɔ̃,afEbliʁje,afEbliʁE,afEblis,afEblis,afEblis,afEblisjɔ̃,afEblisje,afEblis,afEbli,afEbli,afEbli,afEblim,afEblit,afEbliʁ,afEblis,afEblis,afEbli,afEblisjɔ̃,afEblisje,afEblis,afEbli,afEblisɔ̃,afEblise,afEbliʁ,afEblisɑ̃,afEbli,afEbli,afEbli,afEbli
